,company,description,location,post_date,salary,title,temp,city,temp1,state
543,South Florida Water Management District,"Must have extensive experience operating, maintaining, calibrating and troubleshooting sampling equipment (including data sondes, Global Positioning Systems and...",Florida,11 hours ago,"<nobr>$42,598 a year</nobr>",Scientist 2,[u'Florida'],Florida,[],
544,New York State Senate,Restructure social listening data to achieve social intelligence from big data. Ability to provide data visualizations....,"Jefferson Valley-Yorktown, NY",30+ days ago,"<nobr>$50,000 a year</nobr>",Data Scientist,"[u'Jefferson Valley-Yorktown', u' NY']",Jefferson Valley-Yorktown,[u' NY'],NY
545,University of Texas at Austin,Development of tools for quantitative stratigraphic analysis and data analysis/database management. We seek a clastic stratigrapher with strengths in...,"Austin, TX",19 days ago,"<nobr>$8,333 a month</nobr>",Research Scientist,"[u'Austin', u' TX']",Austin,[u' TX'],TX
546,Seattle Children's Hospital,"We're looking for talented data analysts, data scientists, engineers, project managers, to join us on this journey....","Seattle, WA 98101 (Downtown area)",28 days ago,,Data Analyst Sr,"[u'Seattle', u' WA 98101 (Downtown area)']",Seattle,[u' WA 98101 (Downtown area)'],WA
547,SMECO,"Develops analytical models using statistical analysis, data mining, and other tools to create high-level data architecture diagrams that document system and...","Hughesville, MD",30+ days ago,"<nobr>$76,000 - $98,000 a year</nobr>",Data Scientist,"[u'Hughesville', u' MD']",Hughesville,[u' MD'],MD
548,Baptist Health,SUMMARY OF RESPONSIBILITY - Job Summary (general statement of purpose or objective of position) Develop or apply mathematical or statistical theory and methods...,"Little Rock, AR",5 days ago,,STATISTICIAN,"[u'Little Rock', u' AR']",Little Rock,[u' AR'],AR
549,Cambridge International Systems,"Develop, maintain, and upgrade/modify AMOSS software codes to accept additional sensor and air movement data inputs....","Riverside, CA",13 days ago,,Senior Scientist,"[u'Riverside', u' CA']",Riverside,[u' CA'],CA
550,Dept of Behavioral Health & Developmental Sv,This position is responsible for carrying out a broad and moderately complex range of analytical activities utilizing data from the DBHDS Data Warehouse and...,"Richmond, VA",6 days ago,,Statistician,"[u'Richmond', u' VA']",Richmond,[u' VA'],VA
551,Jobspring Partners,The data scientist will develop algorithms and analytic solutions to prepare for research and development testing....,"Arlington, VA",20 days ago,"<nobr>$120,000 - $160,000 a year</nobr>",Mid Level Data Scientist,"[u'Arlington', u' VA']",Arlington,[u' VA'],VA
552,Tunnell Consulting,PK/PD statistician support: Assessment of published PK/PD studies for bio pharmaceutical product and development of initial statistical strategy. Develop,Pennsylvania,6 days ago,,Statistician,[u'Pennsylvania'],Pennsylvania,[],
553,"Discovery Communications, Inc.",Create and maintain tools to track and trend L3 data and other new data sources. Provide support to the Animal Planet Research team by compiling and analyzing...,"New York, NY",12 days ago,,Sr. Research Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY
554,Vertex Pharmaceuticals,"A proven track record in computational analysis of large “omics” data sets (e.g. Degree in human/statistical genetics, (cancer) genomics, or a related field in...","Boston, MA 02110 (Central area)",5 days ago,,"Computational Genomics, Research Scientist I","[u'Boston', u' MA 02110 (Central area)']",Boston,[u' MA 02110 (Central area)'],MA
555,Northrop Grumman,Northrop Grumman seeks a senior operations research to provide support to a Department of Defense research laboratory. Candidates must demonstrate significant,"Monterey, CA",20 days ago,,Operations Research Analyst 5,"[u'Monterey', u' CA']",Monterey,[u' CA'],CA
556,Nintendo of America Inc.,"Principal Data Scientist. Academic background in operations research, applied statistics, data mining, machine learning, physics or a related quantitative...","Redmond, WA",12 days ago,,Principal Data Scientist,"[u'Redmond', u' WA']",Redmond,[u' WA'],WA
557,University of Wisconsin Madison,The scientist will work with other department faculty and scientists to research health communications related to women's health topics....,"Madison, WI",26 days ago,,Scientist,"[u'Madison', u' WI']",Madison,[u' WI'],WI
558,Weill Cornell Medical College,"Perform data validation and data cleaning, draft reports on data quality/integrity. Knowledge of REDcap data management system....","New York, NY",1 day ago,,Research Aide,"[u'New York', u' NY']",New York,[u' NY'],NY
559,RAND Corporation,These scientists rarely conduct theoretical research or specialize in narrow areas; Overview of RAND....,United States,30+ days ago,,Information Scientist,[u'United States'],United States,[],
560,Prime Team Partners,4813 Data Scientist*. The team is open to hiring Data Scientists with the following credentials:. Prime Team Partners is currently partnering with client in the...,"Seattle, WA 98119 (Queen Anne area)",16 days ago,"<nobr>$150,000 a year</nobr>",Data Scientist,"[u'Seattle', u' WA 98119 (Queen Anne area)']",Seattle,[u' WA 98119 (Queen Anne area)'],WA
561,Rubicon Project,"Rubicon Project is looking for talented, passionate, experienced, and entrepreneurial Data Scientist. Expertise in machine learning, data mining, predictive...","San Francisco, CA 94107 (South Of Market area)",21 days ago,,Senior Data Scientist,"[u'San Francisco', u' CA 94107 (South Of Market area)']",San Francisco,[u' CA 94107 (South Of Market area)'],CA
562,University of Massachusetts Medical School,Applications from more senior research scientists and laboratory managers are also welcome. Strong ability to analyze complex visual data in a quantitative and...,"Worcester, MA",9 days ago,,Research Associate II,"[u'Worcester', u' MA']",Worcester,[u' MA'],MA
563,Philips,Clinical Informatics Scientist. Experience in health care data and communication standards (HL7; Experience with relevant data analytics/visualizationtools such...,"Cambridge, MA",5 days ago,,Clinical Informatics Scientist - 144761,"[u'Cambridge', u' MA']",Cambridge,[u' MA'],MA
564,Google,"Data scientist role), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models and...","Mountain View, CA",1 day ago,,"Quantitative Analyst/Statistician, Engineering, University G...","[u'Mountain View', u' CA']",Mountain View,[u' CA'],CA
565,AbSci,Familiarity with high-throughput analytical techniques and data analysis. Performs data analysis of scientific results and presents to management and members of...,"Portland, OR 97239 (Homestead area)",9 days ago,,Senior Scientist,"[u'Portland', u' OR 97239 (Homestead area)']",Portland,[u' OR 97239 (Homestead area)'],OR
566,Castlight Health,We’re hiring data scientists for a team to tackle a series of greenfield projects. Creativity and a startup mindset - we look to our data scientists to...,"San Francisco, CA 94105 (Financial District area)",30+ days ago,,Senior Data Science Engineer,"[u'San Francisco', u' CA 94105 (Financial District area)']",San Francisco,[u' CA 94105 (Financial District area)'],CA
567,EcoFactor,We're looking for a dynamic data scientist to develop algorithms for automated energy efficiency. 3+ years experience in the development of data products....,"Redwood City, CA 94061",8 days ago,,Sr. Data Scientist,"[u'Redwood City', u' CA 94061']",Redwood City,[u' CA 94061'],CA
568,Navigant Consulting,"Regularly uses close visual acuity and operates computer equipment to prepare and analyze and transmit data. Boulder, CO, Washington DC, San Francisco, New York...","Boulder, CO",13 days ago,,Research Analyst,"[u'Boulder', u' CO']",Boulder,[u' CO'],CO
569,Direct Client,"Or analytical role applying data mining, text analytics, visualizations or optimization modeling. At least 5 years of experience in strategy consulting, and...","Armonk, NY",15 days ago,,Data Scientist and Managing Strategy Consultant(Sr Managers),"[u'Armonk', u' NY']",Armonk,[u' NY'],NY
570,The Nielsen Company,"Knowledge of data collection and research methodologies and/or experience with syndicated data. Data Scientist, the candidate will be responsible for enhancing...","Columbia, MD",30 days ago,,Sr. Data Scientist,"[u'Columbia', u' MD']",Columbia,[u' MD'],MD
571,Perella Weinberg Partners,"Manage large datasets, ensure consistency and accuracy of data, and create visualizations to help with the understanding of the data....","New York, NY 10153 (Midtown area)",30+ days ago,,Data Scientist / Quantitative Developer,"[u'New York', u' NY 10153 (Midtown area)']",New York,[u' NY 10153 (Midtown area)'],NY
572,Ipsos North America,"Perform data verification. Liaising with our internal data collection teams, coding & data processing teams....",Ohio,5 hours ago,,Research Analyst,[u'Ohio'],Ohio,[],
573,Windhaven Insurance,Work with other data scientists with a broad range of analytical expertise and subject matter experts to deliver data products and provide business insights...,"Austin, TX",19 days ago,,Lead Data Scientist,"[u'Austin', u' TX']",Austin,[u' TX'],TX
574,Employers Mutual Casualty Company,"Ensures data quality. Thorough working knowledge of big data, statistics/probability, and computer programming....","Des Moines, IA",5 days ago,,Senior Data Scientist,"[u'Des Moines', u' IA']",Des Moines,[u' IA'],IA
575,Averity,Source and build large data sets to utilize your abilities to conduct statistical and mathematical analysis....,"Philadelphia, PA",22 days ago,"<nobr>$200,000 - $300,000 a year</nobr>",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,"[u'Philadelphia', u' PA']",Philadelphia,[u' PA'],PA
576,"Health Net, Inc.","Key boarding, filing, data entry). The Manger of Data Analysis is responsible for the integrity databases and ad-hoc data analysis for the Sales and Consumer...","Woodland Hills, CA 91367",13 days ago,,"Manager, Data Analysis","[u'Woodland Hills', u' CA 91367']",Woodland Hills,[u' CA 91367'],CA
577,HelloWallet,"This includes the environment for running optimized email campaigns, ingesting customer data, and assisting with visualizations and reporting from our analysts...","Washington, DC",21 days ago,,Junior Data Analyst – Client Success,"[u'Washington', u' DC']",Washington,[u' DC'],DC
578,"INSYS Group, Inc",Test Data Warehouses/Data Marts. Deploy and maintain Data Warehouses/Data Marts. Architect and design Data Warehouse infrastructure and solutions....,"Eden Prairie, MN",5 days ago,,Data Analysis/Metadata,"[u'Eden Prairie', u' MN']",Eden Prairie,[u' MN'],MN
579,University of California San Francisco,"Oversight of MR scan data acquisitions, data transfer and reporting, development of new strategies for automated processing;...","San Francisco, CA",7 days ago,,Staff Research Associate I/II,"[u'San Francisco', u' CA']",San Francisco,[u' CA'],CA
580,Banner Health,About Banner Alzheimer's Institute BAI was established in 2006 as Banner Health's first Center of Excellence. Banner Health is one of the largest nonprofit,"Phoenix, AZ",16 days ago,,Banner Research - Research Coverage Analyst,"[u'Phoenix', u' AZ']",Phoenix,[u' AZ'],AZ
581,JPMorgan Chase,"1,000,000 data points and more). Experience working with big data (e.g. Synthesize large amounts of information and data quickly....","New York, NY",30 days ago,,J.P. Morgan Chase Institute Markets Research Analyst - New Y...,"[u'New York', u' NY']",New York,[u' NY'],NY
582,Google,"Understand YouTube's data, data systems and performance metrics we track internally. As a Product Strategy and Operations Analyst, you will be a close business...","San Bruno, CA",1 day ago,,"Product Strategy and Operations Analyst, Data Science, YouTu...","[u'San Bruno', u' CA']",San Bruno,[u' CA'],CA
583,CAL Laboratory Services,"Critical assessment of analytical data, review of results and recommendation of further actions. We are seeking strong, driven, innovative scientists who align...","Nicholasville, KY 40356",3 days ago,,Senior Scientist,"[u'Nicholasville', u' KY 40356']",Nicholasville,[u' KY 40356'],KY
584,Allstate Insurance,"The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...","Northbrook, IL 60065",28 days ago,,Junior Data Scientist,"[u'Northbrook', u' IL 60065']",Northbrook,[u' IL 60065'],IL
