,company,description,post_date,title,city,state,range_low,range_high,salary_avg
625,Cytovance Biologics,"Perform data acquisition, reduction and evaluation. Ability to define problems, collect data, establish facts, and draw valid conclusions....",19,Analytical Research Scientist,Oklahoma City,OK,,,
626,Aequor Technologies Inc,Responsible for the analysis of the research data and preparing study reports in collaboration with a Scientific Writer....,10,Scientist,Hamilton,NJ,,,
627,Aetion,You will work closely with our scientists to understand client data sets and validate data integrity. Source data analysis)....,1,Data Engineer,New York,NY,,,
628,BuzzFeed,"Lead, nurture, and grow a team of Data Scientists. Significant experience managing, mentoring, and coaching teams of data scientists and analysts....",21,Director of Data Science,New York,NY,,,
629,Deloitte,"Data Scientist, Market Development (Senior Consultant). The Data Scientist will play a key role developing deeply analytical research products aimed at changing...",19,"Senior Consultant, Data Scientist",Arlington,VA,,,
630,Esurance,Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....,22,Senior Data Scientist,San Francisco,CA,,,
631,Humana,Experience with data mining and using data to drive business outcomes/ decision. Individuals who enjoy transforming data into information will be successful in...,30,Data Analyst - Programming/Statistical - SAS,Louisville,KY,,,
632,Employers Mutual Casualty Company,"Ensures data quality. Thorough working knowledge of big data, statistics/probability, and computer programming....",9,Senior Data Scientist,Des Moines,IA,,,
633,Barclays,"Analyze data requirements, model documentation, and processes to evaluate efficiency of procedures and identify gaps in controls. Barclays Services Corp....",30,"Quantitative Risk Analyst, Internal Audit",New York,NY,,,
634,UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...",30,Junior Data Scientist,New York,NY,,,
635,Chicago Cubs,"Analytics, data, big data, analytical, analytic, data scientist. Intermediate to advanced programming skills enabling the individual to extract and manipulate...",15,"Assistant Director, Advanced Analytics",Chicago,IL,,,
636,Fred Hutchinson Cancer Research Center,The Data Coordinator is responsible for the documentation and monitoring of study data and its adherence to leukemia or pancreatic cancer related clinical...,30,Data Coordinator I,Seattle,WA,,,
637,Direct Client,"A masters’ degree in Statistics or Computer Science, with at least 6 years’ experience in support of clinical trial data analysis and reporting, and...",2,SENIOR STATISTICAL PROGRAMMER,Little Falls,NJ,,,
638,Gilead,"Assists in submissions of electronic data (e.g., SAS® data sets) to regulatory agencies. Has thorough knowledge of clinical trial study design and electronic...",1,Senior Statistical Programmer,Foster City,CA,,,
639,The Nielsen Company,"Knowledge of data collection and research methodologies and/or experience with syndicated data. Data Scientist, the candidate will be responsible for enhancing...",30,Sr. Data Scientist,Columbia,MD,,,
640,MUFG,"Strategic Data & Analysis Manager, Vice President. Experience in SharePoint or other reporting tool and data analysis software a plus....",11,"Strategic Data & Analysis Manager, Vice President",New York,NY,,,
641,Verizon Digital Media Services,"Deep understanding of statistical data analysis/modeling andalgorithms desired. The ideal candidate will be an experienced, self-motivated top tier software...",10,Research Scientist,Playa Vista,CA,,,
642,Eaton,"As a senior member of the Data Analytics team, the Senior Data Scientist is expected to lead technology strategy and execution for broad applications....",30,Senior Data Scientist,Southfield,MI,,,
643,The MathWorks,Are you a Senior Data Scientist who likes looking at different types data sources and taking informed data-driven decisions ?...,29,Senior Data Scientist,Natick,MA,,,
644,SS&C Technologies,"Have a good sense of handling huge amounts of data. Headquartered in Windsor, CT and with offices throughout North America, Europe, Asia, and Australia, SS&C...",12,Quantitative Risk Analyst,Windsor,CT,,,
645,Louisiana-Pacific Corporation (LP building Product...,"Ability to apply design of experiment concepts and statistical analysis of data to ensure effective results. Expertise in general scientific research practices,...",18,SENIOR RESEARCH SCIENTIST (COATINGS),Nashville,TN,,,
646,Physical Sciences Inc.,Candidates with deep knowledge and demonstrated record of accomplishment in applying statistics-based data analytics algorithms for signature extraction and...,24,Applied Physicist/Data Analytics,Boston,MA,,,
647,Prime Team Partners,4813 Data Scientist*. The team is open to hiring Data Scientists with the following credentials:. Prime Team Partners is currently partnering with client in the...,19,Data Scientist,Seattle,WA,150000.0,,150000.0
648,Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,24,Data Scientist & Analytics Developer,Long Beach,NY,,,
649,Alere,Conducts and interprets data. Phases of a project for a more experienced scientist. Of diverse scope in which analysis of data requires evaluation of...,30,Scientist I (Research Assoc),Scarborough,ME,,,
650,Honeywell,Works with engineers to facilitate online data entry for process characterizations. Knowledge of online data collection systems and demonstrated ability to...,22,Specialist Engineering Support – Quality Engineering,Kansas City,MO,,,
651,Certara USA Inc,"The candidate should have familiarity with literature searching and data collation and analysis of DMPK data, in vitro-in vivo extrapolation and the ADME...",1,Research Associate/Scientist-Simcyp,Cary,NC,,,
652,Corporate Labs Technology,"Natural Language Processing Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",30,Data Scientist (Natural Language Processing),Brisbane,CA,110000.0,180000.0,145000.0
653,TIBCO Software,"TIBCO Spotfire is an interactive, visual environment with inbuilt data access, data prep, analytics and geocoding;...",1,Data Scientist,New York,NY,,,
654,ResourceHunt Group,Strong experience with Big data distributed technologies. Integrate prototypes of data models into the production environment....,30,Data Scientist,Herndon,VA,100000.0,,100000.0
655,Geisinger Health System,"Extracts data, analyzes and forms conclusions based on analysis and secondary research. Demonstrates computer skills including data base and analytical software...",2,MARKET RESEARCH ANALYST-ASSOC,Danville,PA,,,
656,Thomson Reuters,Principal Data Scientist. Explores existing data for insights and recommends additional sources of data for improvements....,11,Principal Data Scientist,Philadelphia,PA,,,
657,Eurofins,"May include protocol preparation, study set-up and conduct, electronic or paper field notebook entries, collection of raw data, Quality Assurance activities,...",2,Research Scientist I,Jeffersonville,GA,,,
658,L-3 Communications,"Work with and analyze large amounts of data. This individual will also be proficient in programming skills, SQL knowledge and advanced data mining methodologies...",30,Senior Data Scientist,Tempe,AZ,,,
659,The Climate Corporation,Passion for data analysis. The Data and Analytics team is focused on creating competitive advantage for Climate and our customers through novel data...,17,Data Analyst,St. Louis,MO,,,
660,Cogo Labs,The ability to gather and present relevant data when pitching an idea for additional investment will make Cogo a fun place to start your career....,14,Quantitative Analyst,Cambridge,MA,,,
661,Ivory Systems,Clinical Research Scientist*. Must be able to function independently in data cleaning (data analysis experience not needed)....,24,Clinical Research Scientist,Summit,NJ,,,
662,Sodexo Inc.,"The Lead TLS Technician interacts with scientists and other customers on a daily basis. The Lead technician will be required to train new staff, perform safety...",30,Lead Lab Tech,King of Prussia,PA,,,
