,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
4682,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4683,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4684,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4685,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4686,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4687,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4688,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4689,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4690,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4691,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4692,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4693,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4694,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4695,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4696,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4697,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4698,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4699,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4700,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4701,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4702,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4703,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4704,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4705,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4706,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4707,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4708,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4709,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4710,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4711,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4712,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4713,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4714,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4715,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4716,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4717,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4718,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4719,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
